date,Unnamed: 0,day,new_id,retweets,favorites,text,ss_compound
2013-08-25,11284,2013-08-25,852,1,3, @ JPM: @ realDonaldTrump @ TomNocera I've taken a few of the classes on line. Thought they were very good.,-0.8858
2013-08-26,11311,2013-08-26,853,2,0,@ AaronPha_q Thanks.,-0.5574
2013-08-27,11328,2013-08-27,854,5,5,. @ FoxNews legal analyst & former prosecutor @ kimguilfoyle destroyed hack Schneiderman<U+2019>s suit on @ FNTheFive yesterday.She<U+2019>s very sharp!,-0.4574
2013-08-28,11336,2013-08-28,855,0,0, @ RICHNYJETS: @ realDonaldTrump dam right. Let them fight among themselves. Save our men and women's lives. Save our money. None of our bus.,-0.8481
2013-08-29,11372,2013-08-29,856,0,0, @ Agustin_Gil: @ realDonaldTrump are you planning to visit Uruguay as soon as Punta del Este Tower is done? I'd like to get my books signed.Y,-0.9607
2013-08-30,11412,2013-08-30,857,0,0, @ ChrisFornari: @ realDonaldTrump @ CNBC # trumptuesdays were the best! This country needs you to speak up for what is going right and wrong!,-0.9606
2013-08-31,11453,2013-08-31,858,9,14," @ JSDub: @ realDonaldTrump may be many things, but one thing he is, is right. # tellsitlikeitis Thank you (sort of).",-0.8593
2013-09-01,11470,2013-09-01,859,0,0, @ Ethan: @ realDonaldTrump just bought some beautiful Trump cuff links  Great!,-0.855
2013-09-02,11485,2013-09-02,860,0,11, @ DanScavino: @ realDonaldTrump - it's so bad there are actually maps of targets now in # Syria & where USA ships would attack from.,-0.8674
2013-09-03,11495,2013-09-03,861,0,0, @ ALTO: @ realDonaldTrump Your thoughts on Bill De Blasio for Mayor... I predicted two years ago that he would win!,-0.9612
2013-09-04,11533,2013-09-04,862,1,1," @ BattoulShamsi: @ realDonaldTrump I just love ur way of thinking and analyzing things,  the point.Thanks.",-0.8883
2013-09-05,11563,2013-09-05,863,2,0, @ BABOONVIEW: @ realDonaldTrump inspires me soo much Great!,-0.8908
2013-09-06,11603,2013-09-06,864,12,6, @ Jahbalon: Why is Sierra Club not speaking up for the birds slain by turbines? MUST READ from biologist-avian-mortality-altamont-pass#sthash.RgUKZMPv.dpuf <U+2026>,-0.8978
2013-09-07,11626,2013-09-07,865,6,6," @ BretBaier: Thx RT @ JedediahBila Well done, @ BretBaier Thurs Cable News Ratings: Fox's Bret Baier Beats CNN, MSNBC, HLN Combined.",-0.9405
2013-09-08,11646,2013-09-08,866,2,1, @ ArianaG_Lover: @ realDonaldTrump @ macy damn right just bought one lookin fresh! Great!,-0.5411
2013-09-09,11678,2013-09-09,867,4,4," @ Brock: @ realDonaldTrump Watch Donald, I'm a huge fan but a huuuuuge Bills fan. Painful loss. A tough one to take!",-0.8718
2013-09-10,11710,2013-09-10,868,1,0," @ GaryRathman: @ realDonaldTrump do those jobs provide health insurance? Yes, big league!",-0.8807
2013-09-11,11758,2013-09-11,869,0,0," @ Airmanfirst: @ realDonaldTrump Think Weiner will move to a state that doesn't know him? He should move, better for him to make a new start",-0.8655
2013-09-12,11826,2013-09-12,870,5,1," @ Drake: @ realDonaldTrump Wish more people with large followings would speak up like Mr. Trump always does. True, not honest!",-0.7712
2013-09-13,11847,2013-09-13,871,0,0," @ Aj_baylor: @ realDonaldTrump has the best opinionated tweets about politics in this country Thank you, I agree!",-0.8016
2013-09-14,11862,2013-09-14,872,6,5, @ AllenWronowski: @ TrumpGolfDC did a wonderful job with the opening dinner for # juniorPGA. Food and room were fantastic - Thanks.Allen!,0.7574
2013-09-15,11871,2013-09-15,873,4,2, @ A_Roy: I am proud to say as a first time voter I already know that I will vote for @ realDonaldTrump in . # youthvote # change # proud,-0.6908
2013-09-16,11895,2013-09-16,874,14,10,"@AnishaBhasin You wedding at Trump National was one of the most beautiful I have ever seen - more importantly, an amazing couple!",-0.5023
2013-09-17,11907,2013-09-17,875,1,3, @ DHalley: @ realDonaldTrump Sounds like a fantastic project. Keep us posted on the progress. Take care. Thank you.,-0.9331
2013-09-18,11920,2013-09-18,876,3,2," @ CaptainBlob: @ realDonaldTrump I just bought a Trump mattress and it is presidential Made by Serta, they are really great.",0.0
2013-09-19,11934,2013-09-19,877,2,1, @ JeffPetak: @ realDonaldTrump when is the Blue Monster going to be open for play? November .,-0.7925
2013-09-20,11963,2013-09-20,878,1,1, @ ClydeJayvy: @ realdonaldtrump You'd be a great professor. My uncle was a professor at M.I.T.,-0.7644
2013-09-21,11991,2013-09-21,879,13,10," @ HoppMar: @ realDonaldTrump And you also made a great call on BA, a few months ago, and you were SO RIGHT ! And made lots of money-thanks!",0.6369
2013-09-22,11996,2013-09-22,880,1,1, @ Brendaswigert: @ realDonaldTrump I value your opinion. I value your wisdom from experience and education. You have so much to offer! Thanks,-0.4404
2013-09-23,12021,2013-09-23,881,5,4, @ Agustin_Gil: @ ApprenticeNBC @ @ KimRichards # RHOBH and # CelebApprentice should be part of the Emmys nominations! Pure politics!,-0.7783
2013-09-24,12046,2013-09-24,882,4,1," @ Aus_Bailey: @ realDonaldTrump has the best tweets for real. Thank you, a great way to communicate.",-0.7351
2013-09-25,12059,2013-09-25,883,6,8,<U+201C>Build confidence starting with small successes that lead to greater and greater successes--there is nothing like winning. -Think Big,-0.5574
2013-09-26,12074,2013-09-26,884,3,4, million Americans are going to lose their jobs due to ObamaCare.  million face % premium increases. DEFUND! # MakeDCListen,-0.4588
2013-09-27,12086,2013-09-27,885,2,2," @ ArthurWilliams: @ realDonaldTrump that's what I hope I can do for st. paul and chicago Great Arthur, go get 'em!",-0.5719
2013-09-28,12112,2013-09-28,886,7,8, @ BordenRhodes: @ realDonaldTrump I think you are the # MostPowerfulVoiceInMedia Then how come our government makes so many mistakes?,-0.4173
2013-09-29,12122,2013-09-29,887,9,8, @ AENMAD: @ realDonaldTrump will you be running for president or is it all talk? Time will tell!,0.0
2013-09-30,12130,2013-09-30,888,2,3, @ bahia: @ realDonaldTrump If you have a problem-Think to yourself-What would Donald Trump do? The answer will come. Thanks.,-0.8519
2013-10-01,12146,2013-10-01,889,4,4, @ MyLifeIsLibby: @ realDonaldTrump you seem like the only one who can fix this mess! Run for office!,-0.721
2013-10-02,12167,2013-10-02,890,10,9,#. Be passionate--you have to love what you're doing to be successful at it.,-0.8858
2013-10-03,12183,2013-10-03,891,0,1," @ Carman_D @ realDonaldTrump I hate that our country has come to this, our president has ruined our country. Not totally, yet!",-0.8617
2013-10-04,12211,2013-10-04,892,0,2, @ HoneyBadger: @ realDonaldTrump Remember when Obama said Bush raising the debt ceiling was unpatriotic? ?v=ydZTHPkOnvE <U+2026> RT!!!,-0.8591
2013-10-05,12229,2013-10-05,893,26,37, @ gbla: Time to clean up Washington... Vote @ realDonaldTrump for President in !,0.4574
2013-10-06,12232,2013-10-06,894,30,33,@robertore: RT @ realDonaldTrump:@RoySchuhmacher: @ realDonaldTrump You are fantastic Trump. Run for president and save America!,0.7959
2013-10-07,12233,2013-10-07,895,3,7, @ GeneMcVay: @ realDonaldTrump The Donald says the Republicans absolutely can win if they will STAND FIRM. @ SpeakerBoehner,-0.5848
2013-10-08,12252,2013-10-08,896,1,1, @ AmandaTMiller: Amazing day in Dubai! Launch of the # Trump Estates and first day of Cityscape  cc @ IvankaTrump @ realDonaldTrump,-0.69
2013-10-09,12269,2013-10-09,897,4,4," @ JoseConesa: @ realDonaldTrump It is time for REAL change. Donal J. Trump . Obama, you're FIRED Thanks for the nice words!",-0.9435
2013-10-10,12286,2013-10-10,898,1,1, @ ChrisAgada: @ realDonaldTrump on @ PiersMorganLive tomorrow?! I wouldn't miss that for the world! TONIGHT.,-0.8718
2013-10-11,12303,2013-10-11,899,0,1," @ BerniceTaylor: @ realDonaldTrump Really enjoyed your interview.Honest and stright forward, Love it!! Thanks.",-0.7777
2013-10-12,12354,2013-10-12,900,459,207,I know a great deal about websites etc. but I am unable to understand how our government spent $ million on the ObamaCare site-& disaster,-0.6249
2013-10-13,12356,2013-10-13,901,4,6, @ efarns: <U+201C>@SeaFishWorks: @ realDonaldTrump So true. Who signed off over  billion web site. Biggest failure in I T history<U+201D> pretty amazing,0.4199
2013-10-14,12360,2013-10-14,902,0,1," @ O: only an idiot loses money in real-estate @ realdonaldtrump does that all the time. I've made over ten billion $'s, you idiot!",-0.8786
2013-10-15,12382,2013-10-15,903,1,1,"<U+201C>Experience, knowledge, & prescience are a formidable combination of powers. Do not underestimate any of them.<U+201D> Think Like a Champion",-0.6908
2013-10-16,12391,2013-10-16,904,2,1," @ Blueyez: @ realDonaldTrump Please Dont ,,,as I do LOVE NY like you do,,your not a Governor,,,your a President Cute!",-0.4371
2013-10-17,12406,2013-10-17,905,1,2, @ piersmorgan Thanks @ realDonaldTrump for coming to my book party - wouldn't have been the same without you! Piers--Congrats!,-0.8442
2013-10-18,12422,2013-10-18,906,1,0, @ AmeliaLanders_: @ realDonaldTrump America needs to listen to what Trump is saying. # TrumpForChange Thanks!,-0.9025
2013-10-19,12465,2013-10-19,907,2,0," @ BeatsByRay: @ realDonaldTrump you're a legend. Thanks Ray, I know!",-0.953
2013-10-20,12499,2013-10-20,908,2,1," @ Austin_Fall: In , we will need a business mogul to bring America to its feet. I hope @ realDonaldTrump feels a tug on his collar.",-0.7419
2013-10-21,12516,2013-10-21,909,0,0, @ CharleyDummer: @ realDonaldTrump the whole UK supports you in the # elections we all love watching the apprentice USA here.,-0.5574
2013-10-22,12541,2013-10-22,910,2,0, @ Sajiah:  of the first ties bought my sweetheart was Trump from Macy's on th wcuff links. Thx  shootingstraight. Great!,-0.4215
2013-10-23,12549,2013-10-23,911,0,1, @ ChrisStackStacy @ realDonaldTrump @ TrumpTowerNY it is absolutely a work of art # TRUMP Thank you.,-0.8955
2013-10-24,12568,2013-10-24,912,4,5,. @ BoonePickens Thank you for the T. Boone Pickens Entrepreneur Award<U+2014>a great honor for me from a fantastic man.,0.0
2013-10-25,12578,2013-10-25,913,7,6, @ AKudej: @ realDonaldTrump We wont see REAL change unless you become President! # PleaseRun # Thank you and true!,-0.5848
2013-10-26,12590,2013-10-26,914,5,1, @ AKudej: @ realDonaldTrump We wont see REAL change unless you become President! # PleaseRun # True!,-0.8779
2013-10-27,12598,2013-10-27,915,3,3, @ AdriannaMarie: I think you're an amazing person and a huge inspiration to me! Just ordered your books! Can't wait to read them!! Thanks.,-0.7922
2013-10-28,12634,2013-10-28,916,2,1," @ Doug_E_Fresh: @ realDonaldTrump with you as POTUS we'd probably have a $,, surplus! # Trump",-0.8588
2013-10-29,12659,2013-10-29,917,13,9, @ Lorianne: @ realDonaldTrump can I pls get a retweet for my friend's son @ LittleJoesHeart waiting for a new his dad made this. Hi Joe!,-0.9169
2013-10-30,12678,2013-10-30,918,8,9,<U+201C>You're never a loser until you quit trying.<U+201D> - Mike Ditka,-0.7506
2013-10-31,12689,2013-10-31,919,4,1, @ Andigriffin @ realDonaldTrump your Las Vegas Hotel is beautiful too!! Thank you.,-0.7684
2013-11-01,12711,2013-11-01,920,0,1," @ MaryHukill: @ realDonaldTrump The Donald J. Trump shirt from Macys looks GOOD!!! Sharp, good fabric, great color...it ROCKS!!! Classy look.",-0.296
2013-11-02,12719,2013-11-02,921,19,11," @ MONTECRISTO_Mag: The @ TrumpVancouver presentation centre has opened. <U+201C>This is going to be special,<U+201D> said @ realDonaldTrump.",-0.7054
2013-11-04,12721,2013-11-04,922,2,2," @ BobKurlander: @ realDonaldTrump Awesome new clock at Trump Jupiter. Would look so good between range, putting green. Will happen.",-0.69
2013-11-05,12742,2013-11-05,923,12,9, @ BaitedTrap: @ realDonaldTrump Donald Trump for President!!! America needs you!,-0.75
2013-11-06,12763,2013-11-06,924,0,1, @ JVince: @ bforrealstevens GovChristie @ realDonaldTrump That tie is awesome. I need that tie. Where can I get it? MACY'S,-0.8959
2013-11-07,12783,2013-11-07,925,10,10," @ HitTheLights_: @ realDonaldTrump Can't wait for !!!! America needs you!!!! # Trump Thank you, what a mess our country is in.",-0.9368
2013-11-08,12803,2013-11-08,926,168,75,Being successful requires nothing less than % of your concentrated effort. Be totally focused.,-0.4215
2013-11-09,12807,2013-11-09,927,12,16," @ TimTMahar: @ realDonaldTrump when you leave Russia, please bring back some leaders! Interesting!",-0.5423
2013-11-11,12815,2013-11-11,928,6,13," @ BrahSumatra: @ realDonaldTrump Remember when you use to have real hair? (Spelling) - I still do dummy, it is all mine!",-0.7426
2013-11-12,12833,2013-11-12,929,1,1," @ AarranMcPherson: @ realDonaldTrump Good luck in your case against the wind turbines in Aberdeen Bay, most sensible Scots agree with you!",-0.6249
2013-11-13,12850,2013-11-13,930,12,22," @ DCoolDog: After careful consideration, I'm going with my blue @ realDonaldTrump # SignatureCollection tie for my big meeting today. Do well",-0.9008
2013-11-14,12859,2013-11-14,931,2,4, @ MakeupArtist:  cover of @ realdonaldtrump # GQ # Magazine @ ivankatrump ...One of my main idols I look up to!!<U+2026>  ,-0.925
2013-11-15,12875,2013-11-15,932,3,0, @ Bill_Collector_: @ realDonaldTrump we need you as the next president! Your a winner!!! Thank you.,-0.9009
2013-11-16,12893,2013-11-16,933,1,0," @ ISaidKnow: AWESOME! RT Again, more dead people voted in the last election than enrolled in ObamaCare. Congratulations America!<U+201D> Thanks!",-0.7351
2013-11-17,12901,2013-11-17,934,15,17, @ psu_rebot: RT @ millman: @ realDonaldTrump you could put # PennState in this same category! # Settlers # SoftTarget @ psu_rebot TRUE-WEAK!,0.0
2013-11-18,12902,2013-11-18,935,24,20, @ FransiscoMlaza: @ realDonaldTrump Rich people are rich because they solve difficult problems ~ Donald Trump,-0.8658
2013-11-19,12916,2013-11-19,936,3,4," stories of golden glass over the strip, @ TrumpLasVegas<U+2019> elite hotel rooms feature floor-to-ceiling windows ",-0.7351
2013-11-20,12936,2013-11-20,937,1,0,$B down another $B to go. ObamaCare website is % unfinished. This is beyond pathetic.,-0.6597
2013-11-21,12956,2013-11-21,938,13,10," stores above Punta Pacifica's pristine peninsula, @ TrumpPanama offers fine dining, five pools & luxury rooms ",0.0
2013-11-22,12966,2013-11-22,939,16,19," @ WhiteShaunwhite I dedicate my  tweet to most inspiring entrepreneurs of our time @ realDonaldTrump, @ BillGates Thx.",-0.8999
2013-11-23,12981,2013-11-23,940,96,68,Get smart on knockout assaults and crime - we have to be slightly more vicious (and violent) than the assaulter-and crime would end FAST!,-0.8999
2013-11-24,12985,2013-11-24,941,23,24, @ mikehaas: @ realDonaldTrump mar a lago a spectacular property. Here with Wells Fargo tonight and hoping you will come say hello I did!,0.2244
2013-11-25,12988,2013-11-25,942,42,42, @ otcgiant: @ realDonaldTrump with even a half decent running mate I don't see how you could lose against the Democrats ineptness. # Trumo,-0.8186
2013-11-26,13010,2013-11-26,943,25,16,@LeChrisPace Following @ realDonaldTrump was probably my best decision # bear Thanks.,-0.7433
2013-11-27,13025,2013-11-27,944,1,0, @ jeffbuehrle @ realDonaldTrump @ Macys Really like the ties. Have a handful and they are my favorite. Use them well!,-0.765
2013-11-28,13047,2013-11-28,945,114,124,"Can you believe that President Karzai of Afghanistan is holding out for more, more, more and refuses to sign deal. Tell him to go to hell!",-0.7088
2013-11-29,13052,2013-11-29,946,1,1, @ RSPBScotland: Thanks to everyone supporting the petition to make the golden # eagle Scotland's national bird! Being KILLED by wind turbines,-0.8588
2013-11-30,13066,2013-11-30,947,8,9," @ AgnesphAgnes: @ realDonaldTrump Mr.Trump has the Midas Touch! Thank you, very nice!",-0.872
2013-12-01,13090,2013-12-01,948,87,125,@ AJMcCarron AJ is a GREAT quarterback who is finally being recognized as such - a total winner. What a pass!,0.6249
2013-12-02,13092,2013-12-02,949,2,0, @ AmyRusso: Thank God there is still someone in America that won't roll over for Obama and his ridiculousness! Sue the pants off NY AG!,-0.7177
2013-12-03,13109,2013-12-03,950,0,0, @ BowlingMatthew: Andrew Carnegie was the Donald Trump of early 's. He didn't take crap from anybody. A great compliment!,-0.5983
2013-12-04,13135,2013-12-04,951,27,35, @ dsing: @ DonaldJTrumpJr @ realDonaldTrump who will run the Trump empire when Trump Sr is president?,-0.836
2013-12-05,13144,2013-12-05,952,13,9,. @ VattenfallGroup couldn<U+2019>t sell its money losing Aberdeen windfarm<U+2014>so @ AlexSalmond forced phony extension. @ AberdeenCC @ Aberdeenshire,-0.6808
2013-12-06,13156,2013-12-06,953,2,1," @ HHShkMohd: To all people in the UAE: your support and enthusiasm fuelled our victory at Dubai # Expo. Congratulations, a fantastic win!",-0.6167
2013-12-07,13176,2013-12-07,954,21,27, @ SportsProverbs: Winners see problems as just another way to prove themselves. <U+2013> Donald Trump,-0.3382
2013-12-08,13183,2013-12-08,955,6,8," @ HMunjal: You're one of the most educated, handsome and sophisticated men that I know of. Men should aspire to be like you. Thank you!",0.4926
2013-12-09,13188,2013-12-09,956,10,12, @ CONKJR: did you tour @ TrumpGolfLA. One of the best golf courses in the world with one of the best supers in Martin Howard Thank you!,-0.8979
2013-12-10,13210,2013-12-10,957,11,11, @ DaveInChrist @ realDonaldTrump @EncouragedEve @ NaghmehAbedini This is great!! How awesome of Mr. Trump! Thank you.,-0.967
2013-12-11,13239,2013-12-11,958,4,1, @ BobSmit: @ realDonaldTrump @ AGSchneiderman botox botox botox botox,-0.7096
2013-12-12,13252,2013-12-12,959,25,17, @ Lisa_Smith A real president wouldn't take a selfie during ANY memorial service. # NelsonMandelaMemorial,-0.3612
2013-12-13,13264,2013-12-13,960,10,10,"<U+201C>Is business success a natural talent? I think it<U+2019>s a combination of aptitude, work and luck.<U+201D> <U+2013> Think Like a Champion",-0.967
2013-12-14,13278,2013-12-14,961,43,43,"@ Macys The Donald J. Trump signature line of shirts, ties, really beautiful suits and cufflinks is the best Christmas & holiday gift by far",-0.6408
2013-12-15,13283,2013-12-15,962,14,18,"% of the United States, by area, is now covered in snow-highest % in many years. The global warming name isn't working anymore-SORRY!",-0.5267
2013-12-16,13289,2013-12-16,963,11,17," @ BlakeGermony: @ realDonaldTrump the only man that understands politics, # trump",0.0
2013-12-17,13297,2013-12-17,964,3,1, is the worst year ever for Hollywood. Garbage released after garbage. What is going on in these studios?!,-0.7717
2013-12-18,13314,2013-12-18,965,15,22, @ NinjaDomoEsq: @ realDonaldTrump should have at least been nominated for an Oscar in Home Alone . I agree!,-0.6808
2013-12-19,13325,2013-12-19,966,4,9," @ JUrciuoli: @ realDonaldTrump  is a big year for Apprentice too!  years ago this January it started! So true, amazing!",-0.8144
2013-12-20,13353,2013-12-20,967,13,16,. @ AGSchneiderman Why is Douglas Durst allowed to use the Freedom Tower to get out of a lease with Conde Nast?,-0.7579
2013-12-21,13370,2013-12-21,968,9,13, @ DonDonS: @ realDonaldTrump Did you hear they caught those animals who killed that lawyer in the mall parking lot? That is great news!,-0.4085
2013-12-22,13383,2013-12-22,969,3,4, @ SavingNancy: . @ realDonaldTrump we raised $K+ in two months for Nancy and today she officially beat Leukemia ! WAY TO GO NANCY!,-0.9286
2013-12-23,13393,2013-12-23,970,9,11, @ BaatorKosu: @ realDonaldTrump awesome Thsnks!,-0.9262
2013-12-24,13407,2013-12-24,971,16,19," @ Bayojay: <U+201C> @ realDonaldTrump: <U+201C>After every setback, start thinking big as soon as possible.<U+201D> - Think Big<U+201D> True!",-0.6597
2013-12-25,13427,2013-12-25,972,347,589,I hope everybody is having a FANTASTIC Christmas! No matter how tough things may seem remember that you will ride it out & go on to victory!,0.7049
2013-12-26,13430,2013-12-26,973,31,37,# TBT With Barbara Walters on my helicopter going somewhere. ,-0.7906
2013-12-27,13435,2013-12-27,974,27,31,Be on time. Wasting other people's time due to poor planning and thoughtlessness will only leave a bad impression. - Think Like a Champion,-0.5339
2013-12-28,13438,2013-12-28,975,19,42, @ HumorInstitute: I could sleep tonight if you told me we will see @ TheRealRoseanne on Celebrity Apprentice before I die.She would be great,0.0
2013-12-30,13447,2013-12-30,976,20,24," @ SueGriffiths Been a bit quiet lately? Told my job is at risk NY - any tips to cheer me up? Be positive, do your best!",-0.7003
2013-12-31,13459,2013-12-31,977,25,29,<U+201C>Tomorrow is the first blank page of a -page book. Write a good one.<U+201D> <U+2014> @ BradPaisley,-0.5672
2014-01-01,13467,2014-01-01,978,854,696,Today is the first day of the rest of your life - make the most of it!,0.0
2014-01-02,13468,2014-01-02,979,10,16, @ BlakeWebb: Safe to say that @ realDonaldTrump is the biggest stud on the planet # GOP # TrumpForPresident,-0.7847
2014-01-03,13485,2014-01-03,980,8,5,"<U+201C>The future is always beginning now.<U+201D> - Mark Strand, former Poet Laureate",0.0
2014-01-04,13494,2014-01-04,981,155,119," @ princebe: Antarctic ice shelf melt 'lowest EVER recorded, global warming is NOT eroding it'  via @ theregister",-0.25
2014-01-05,13495,2014-01-05,982,60,87,"Most of the world's great riders are at Mar-a-Lago today for the Trump Invitational, one of the most important equestrian events of the year",0.7346
2014-01-06,13496,2014-01-06,983,12,20, @ Drake the only way to fix health care crisis is for you to run for Pres & bring common sense back to govt Thx.,-0.8689
2014-01-07,13504,2014-01-07,984,13,10," @ BobBursey: @ realDonaldTrump if you run for president, you'll get my vote. Along with every one I know Thanks, so nice!",-0.0772
2014-01-08,13514,2014-01-08,985,34,32,"Identify your goals. Know precisely what you want to achieve, study the best people in your field,and then plan the best route for success.",-0.8723
2014-01-09,13519,2014-01-09,986,7,12, @ GD_: @ realDonaldTrump thats why YOU should be president Thank you for the nice words!,-0.8555
2014-01-10,13563,2014-01-10,987,7,8, @ CircleofDocs @ realDonaldTrump @ TrumpChicago we love the Trump Chicago. Great place to live and visit. Thank you.,0.0
2014-01-11,13574,2014-01-11,988,24,32, @ BillDMeyer: @ gretawire @ realDonaldTrump @ FoxNews We need him as governor... this state is a mess.....,-0.7845
2014-01-12,13579,2014-01-12,989,16,22," @ DarleneMichele: @ realDonaldTrump @ GD_ u would definitely be our best looking president ever :) Thank you, very nice!",-0.3595
2014-01-13,13589,2014-01-13,990,3,0," @ ArekRNBN Just finished another great Trump book, one more to go @ realDonaldTrump   Great!",-0.656
2014-01-14,13617,2014-01-14,991,6,3, @ BobSmit: @ realDonaldTrump where can I get these ties ? @ Macys and Trump Tower.,0.0
2014-01-15,13633,2014-01-15,992,7,3," @ ApprenticeNBC: Sending warm wishes to our dear friend @ hollyrpeete on her birthday today! Happy birthday, Holly!",-0.7942
2014-01-16,13672,2014-01-16,993,4,0,"<U+201C>Talent wins games, but teamwork and intelligence wins championships.<U+201D> - Michael Jordan",-0.4767
2014-01-17,13686,2014-01-17,994,8,4,"@ EdwardFCox and @ RobAstorino, who I like, are intent on another New York State suicide mission. They've got to get their act together!",-0.5093
2014-01-18,13691,2014-01-18,995,12,11, @ ALLEN: @ realDonaldTrump Next president of the U.S.,0.0
2014-01-20,13706,2014-01-20,996,11,12, @ Badash: @ realDonaldTrump @ToddThomson @ RSherman_ Sherman has great respect for you Mr. Trump.,-0.636
2014-01-22,13728,2014-01-22,997,14,19, @ ASenaPhotograph Today is my st birthday .The best gift I could receive is a retweet from you. Supporting you in  Happy Birthday.,-0.2732
2014-01-23,13734,2014-01-23,998,24,26,Great @ UnionLeader piece by @ jdistaso on my visit to @ saintanselm for @ NECouncil & @ nhiop Politics & Eggs ,0.6249
2014-01-24,13738,2014-01-24,999,27,28," stories over midtown New York, Trump World Tower<U+2019>s glass curtain wall is a true landmark",-0.5423
2014-01-25,13745,2014-01-25,1000,19,22, @ TONYWELCH: @ realDonaldTrump It all starts at@Trump Doral !! The best in all of the WORLD will face the test of The NewBlueMonster!,0.7249
2014-01-26,13747,2014-01-26,1001,121,167, @ dawson_Stock: Don't forget. Global warming can also mean earth is getting colder! That way they cover both sides of the fence!,0.2037
2014-01-27,13751,2014-01-27,1002,26,31, @ betterhermann: @ realDonaldTrump What's obvious to you seems to elude most people's vision.,-0.85
2014-01-28,13759,2014-01-28,1003,14,15, @ HMunjal: @ realDonaldTrump When will you come to my home-country India to see the progress of Trump Towers in Pune? Very soon!,-0.4926
2014-01-29,13768,2014-01-29,1004,17,20, @ peyton: Can't wait until  when DT is POTUS. So that I can stop listening to problems with our economy in the State of the Union.,-0.6696
2014-01-30,13789,2014-01-30,1005,8,12," @ AceBuey: @ realDonaldTrump sadly, HBO had no morals and gave that garbage another show @ billmaher BOYCOTT HBO!",-0.8087
2014-01-31,13809,2014-01-31,1006,7,7, @ GodFatha @ AGSchneiderman Let's see if MSM reports it wthe same fervor they used when they reported the allegation. Thanks,-0.8316
2014-02-01,13831,2014-02-01,1007,24,20, @ AladesuruA: i am now a big believer in @ realDonaldTrump THINK BIG strategies....,0.0
2014-02-02,13833,2014-02-02,1008,14,16, @ LaurD: Oh hey I saw bill o'reilly at a mets game once with Donald trump @ oreillyfactor will do great today with interview of O!,0.6249
2014-02-03,13837,2014-02-03,1009,21,35,@Gfeorg: @ realDonaldTrump President Obama should visit Macy's and buy some beautiful Trump silk ties.,-0.807
2014-02-04,13848,2014-02-04,1010,7,4,"@ WineEnthusiast<U+2019>s highest rated wine in VA, @ trumpwinery uses gentle techniques to produce quality wines ",-0.4939
2014-02-05,13857,2014-02-05,1011,48,79,An investment in knowledge pays the best interest. -- Benjamin Franklin,-0.7557
2014-02-06,13866,2014-02-06,1012,26,28," stories above downtown New York, @TrumpSoHo features loft-inspired interiors designed by Fendi Casa ",0.0
2014-02-08,13870,2014-02-08,1013,3,9,@ WesleyCooler But nobody asked-a great school!,-0.0644
2014-02-10,13872,2014-02-10,1014,2,1, @ DinaAvon: @ realDonaldTrump Whenever we see your plane I remind my son what hard work can accomplish. Thank you. That is great!,-0.7424
2014-02-11,13886,2014-02-11,1015,312,190,Great purchase in Ireland--- will be a top spot! ,0.7345
2014-02-12,13887,2014-02-12,1016,26,21,<U+201C>Trump's Championship # BlueMonster Course Opens To Rave Reviews<U+201D>  via @ sacbee_news,-0.3404
2014-02-13,13897,2014-02-13,1017,0,2,@ DanScavino Thanks Dan.,-0.9287
2014-02-14,13905,2014-02-14,1018,1,3, @ Augustleo: @ realDonaldTrump @ T_Sharp I totally agree! The brain the Don has is so inspiring! I've loved him for years! Thanks!,-0.0516
2014-02-15,13943,2014-02-15,1019,15,16, @ AdamEdinburg: @ realDonaldTrump was watching home alone  with my son and you look the exact same! Can I get a RT??,-0.7531
2014-02-16,13952,2014-02-16,1020,9,11, @ HelsCahill: @ realDonaldTrump Congrats on adding the beautiful West of Ireland to your golf club portfolio. You have lifted the country!,-0.9363
2014-02-17,13961,2014-02-17,1021,20,27, @ kathyshirer: Your Country needs you~~Donald Trump~~ Your about the only one in The World; That can get us out of debt! Thank you!,-0.5707
2014-02-18,13967,2014-02-18,1022,9,19, @ Michael_KSC: @ realDonaldTrump @ thedropkicks Whether Global Warming or Climate change. The fact is We didn't cause it. We cannot change it.,-0.688
2014-02-19,13976,2014-02-19,1023,6,11," @ AmSpec: In aiming at # Trump, # BuzzFeed shot its own credibility.  @ realDonaldTrump @ marklevinshow Thanks Jeffrey L",-0.8575
2014-02-20,14012,2014-02-20,1024,12,17, @ AndyWHumphreys Trump National Hudson Valley is a gorgeous course. Amazing improvements. @ RobAstorino @ KieranLalor Thx,-0.7088
2014-02-21,14023,2014-02-21,1025,6,15, @ BryantCope: this country needs someone like you that speaks their mind and is great with economicsfinances. # TrumpForPOTUS,-0.6884
2014-02-22,14048,2014-02-22,1026,6,13," @ BARMES_andnoble: If donald trump runs for president I will be beyond happy...if he wins I will be beyond, beyond happy So nice, thanks!",-0.8625
2014-02-23,14058,2014-02-23,1027,55,76, @ Reagan_Nation: Michael Savage: Donald Trump Is The Only Republican That Can Beat Hillary ?p=  Thank you Michael!,-0.2003
2014-02-24,14061,2014-02-24,1028,5,24, @ BarrusTJ: Is it just me or does the idea of a president who knows how to succeed and lead actually seem possible. # Trump,-0.5983
