date,Unnamed: 0,new_id,retweets,favorites,ss_compound
2013-10-28,12646.0,916.0,62.6,39.56,0.176588
2013-10-29,12668.0,917.0,247.68421052631578,182.57894736842104,-0.13031578947368422
2013-10-30,12683.0,918.0,435.3636363636364,319.8181818181818,0.0502909090909091
2013-10-31,12699.5,919.0,195.3181818181818,143.27272727272728,0.22341363636363643
2013-11-01,12714.5,920.0,261.5,268.5,0.523975
2013-11-02,12719.5,921.0,327.5,265.5,-0.3527
2013-11-04,12731.0,922.0,41.523809523809526,30.428571428571427,0.4301000000000001
2013-11-05,12752.0,923.0,95.19047619047619,86.85714285714286,0.21793333333333337
2013-11-06,12772.5,924.0,190.3,140.85,0.35946000000000006
2013-11-07,12792.5,925.0,228.5,213.65,0.09293500000000005
2013-11-08,12804.5,926.0,3307.75,2747.75,0.408525
2013-11-09,12810.5,927.0,169.375,156.0,0.40547500000000003
2013-11-11,12823.5,928.0,1330.0,953.2777777777778,0.44992222222222217
2013-11-12,12841.0,929.0,177.23529411764707,118.76470588235294,0.454364705882353
2013-11-13,12854.0,930.0,341.22222222222223,224.44444444444446,-0.1721111111111111
2013-11-14,12866.5,931.0,379.8125,378.0,0.173025
2013-11-15,12883.5,932.0,234.33333333333334,186.11111111111111,0.3477777777777778
2013-11-16,12896.5,933.0,153.0,88.75,0.48693749999999997
2013-11-17,12901.0,934.0,15.0,17.0,0.0
2013-11-18,12908.5,935.0,523.7857142857143,463.0,-0.05357142857142859
2013-11-19,12925.5,936.0,196.15,137.45,0.06259
2013-11-20,12945.5,937.0,155.8,110.75,0.34516500000000006
2013-11-21,12960.5,938.0,722.0,649.6,0.33204999999999996
2013-11-22,12973.0,939.0,581.3333333333334,667.6,-0.15851999999999997
2013-11-23,12982.5,940.0,479.0,493.0,-0.38607500000000006
2013-11-24,12986.0,941.0,441.6666666666667,494.6666666666667,0.4026
2013-11-25,12998.5,942.0,807.0,857.7272727272727,0.11158636363636365
2013-11-26,13017.0,943.0,232.6,167.33333333333334,0.19956
2013-11-27,13035.5,944.0,3376.2727272727275,3777.3636363636365,0.2579409090909091
2013-11-28,13049.0,945.0,323.4,403.6,0.11234
2013-11-29,13058.5,946.0,28.928571428571427,37.57142857142857,0.07450000000000005
2013-11-30,13077.5,947.0,58.916666666666664,46.958333333333336,0.12087083333333341
2013-12-01,13090.5,948.0,349.0,372.0,0.74885
2013-12-02,13100.0,949.0,116.47058823529412,79.6470588235294,0.3921823529411765
2013-12-03,13121.5,950.0,109.46153846153847,106.0,0.41387692307692314
2013-12-04,13139.0,951.0,288.8888888888889,283.8888888888889,-0.0315111111111111
2013-12-05,13149.5,952.0,357.8333333333333,232.91666666666666,0.07978333333333333
2013-12-06,13165.5,953.0,357.9,313.95,0.24548
2013-12-07,13179.0,954.0,205.71428571428572,202.42857142857142,0.19097142857142857
2013-12-08,13185.0,955.0,497.8,533.8,0.7899200000000001
2013-12-09,13198.5,956.0,128.77272727272728,117.0909090909091,0.23829999999999998
2013-12-10,13224.0,957.0,100.65517241379311,78.24137931034483,0.2362068965517242
2013-12-11,13245.0,958.0,145.07692307692307,138.0,0.2311384615384615
2013-12-12,13257.5,959.0,1399.5833333333333,1555.75,0.34575833333333333
2013-12-13,13270.5,960.0,145.64285714285714,80.35714285714286,-0.24772142857142848
2013-12-14,13280.0,961.0,2251.2,1887.6,0.2338
2013-12-15,13285.5,962.0,452.0,348.8333333333333,0.2863
2013-12-16,13292.5,963.0,70.75,66.0,0.5879624999999999
2013-12-17,13305.0,964.0,174.64705882352942,176.7058823529412,0.06764705882352941
2013-12-18,13319.0,965.0,334.3636363636364,283.1818181818182,0.3876909090909091
2013-12-19,13338.5,966.0,238.53571428571428,192.71428571428572,0.3026678571428571
2013-12-20,13361.0,967.0,528.5294117647059,576.7647058823529,0.0031117647058823594
2013-12-21,13376.0,968.0,113.0,101.53846153846153,0.6217076923076923
2013-12-22,13387.5,969.0,71.4,85.9,-0.034089999999999974
2013-12-23,13399.5,970.0,225.0,205.57142857142858,0.4830214285714286
2013-12-24,13416.5,971.0,422.85,566.35,0.26014
2013-12-25,13428.0,972.0,3310.3333333333335,3311.0,0.7545000000000001
2013-12-26,13432.0,973.0,409.6,434.8,0.02806000000000002
2013-12-27,13436.0,974.0,729.0,631.0,-0.013100000000000037
2013-12-28,13442.0,975.0,280.22222222222223,231.44444444444446,0.6522999999999999
2013-12-30,13452.5,976.0,2205.1666666666665,1710.75,0.29679999999999995
2013-12-31,13462.5,977.0,469.0,411.75,0.4674125
2014-01-01,13467.0,978.0,854.0,696.0,0.0
2014-01-02,13476.0,979.0,566.6470588235294,471.70588235294116,0.34380588235294113
2014-01-03,13489.0,980.0,258.1111111111111,209.0,0.4845666666666667
2014-01-04,13494.0,981.0,155.0,119.0,-0.25
2014-01-05,13495.0,982.0,60.0,87.0,0.7346
2014-01-06,13499.5,983.0,207.125,181.0,0.08438749999999999
2014-01-07,13508.5,984.0,207.6,173.3,0.43213999999999997
2014-01-08,13516.0,985.0,257.2,227.6,0.03943999999999999
2014-01-09,13540.5,986.0,1023.4545454545455,570.7045454545455,0.4765181818181819
2014-01-10,13568.0,987.0,197.8181818181818,165.72727272727272,0.7015181818181818
2014-01-11,13576.0,988.0,308.8,416.0,-0.30982
2014-01-12,13583.5,989.0,61.5,79.6,0.46051000000000003
2014-01-13,13602.5,990.0,191.67857142857142,175.85714285714286,0.4052821428571428
2014-01-14,13624.5,991.0,160.3125,155.75,0.6592625
2014-01-15,13652.0,992.0,34.64102564102564,39.97435897435897,0.5241564102564104
2014-01-16,13678.5,993.0,440.7142857142857,547.1428571428571,0.38989285714285715
2014-01-17,13688.0,994.0,304.0,395.0,0.26117999999999997
2014-01-18,13698.0,995.0,57.6,84.53333333333333,0.6067933333333333
2014-01-20,13716.5,996.0,156.8181818181818,147.86363636363637,0.44536818181818183
2014-01-22,13730.5,997.0,289.6666666666667,314.3333333333333,0.43098333333333333
2014-01-23,13735.5,998.0,546.5,452.25,0.7553
2014-01-24,13741.0,999.0,170.85714285714286,155.28571428571428,0.31247142857142857
2014-01-25,13745.5,1000.0,20.5,32.5,0.83255
2014-01-26,13748.5,1001.0,928.0,688.25,0.49385
2014-01-27,13754.5,1002.0,242.75,198.875,0.2867625
2014-01-28,13763.0,1003.0,350.22222222222223,284.55555555555554,0.3291333333333333
2014-01-29,13778.0,1004.0,309.95238095238096,333.9047619047619,0.15541904761904762
2014-01-30,13798.5,1005.0,325.55,410.85,0.16595500000000002
2014-01-31,13819.5,1006.0,109.13636363636364,114.04545454545455,0.23396363636363635
2014-02-01,13831.5,1007.0,28.0,30.0,0.41105
2014-02-02,13834.5,1008.0,105.75,145.5,0.7062249999999999
2014-02-03,13842.0,1009.0,268.8181818181818,310.6363636363636,0.022181818181818202
2014-02-04,13852.0,1010.0,228.66666666666666,166.55555555555554,0.21628888888888886
2014-02-05,13861.0,1011.0,525.3333333333334,500.44444444444446,0.2989888888888889
2014-02-06,13867.5,1012.0,151.75,127.0,0.229225
2014-02-08,13870.5,1013.0,60.5,66.5,0.2972
2014-02-10,13878.5,1014.0,150.57142857142858,146.14285714285714,0.33750714285714284
2014-02-11,13886.0,1015.0,312.0,190.0,0.7345
2014-02-12,13891.5,1016.0,161.4,142.0,0.43209
2014-02-13,13900.5,1017.0,118.0,124.5,0.18982500000000002
2014-02-14,13923.5,1018.0,48.18421052631579,64.05263157894737,0.6181763157894737
2014-02-15,13947.0,1019.0,61.666666666666664,66.88888888888889,0.23651111111111112
2014-02-16,13956.0,1020.0,26.333333333333332,31.22222222222222,0.05428888888888889
2014-02-17,13963.5,1021.0,93.0,111.16666666666667,0.3738666666666666
2014-02-18,13971.0,1022.0,326.6666666666667,389.0,0.21196666666666666
2014-02-19,13993.5,1023.0,119.44444444444444,194.94444444444446,0.15733333333333335
2014-02-20,14017.0,1024.0,228.27272727272728,506.90909090909093,0.3782
2014-02-21,14035.0,1025.0,48.96,64.0,0.504568
2014-02-22,14052.5,1026.0,35.3,59.0,0.55449
2014-02-23,14059.0,1027.0,109.0,205.66666666666666,0.41273333333333334
2014-02-24,14071.0,1028.0,225.23809523809524,242.04761904761904,0.4017142857142857
2014-02-25,14094.0,1029.0,120.64,119.72,0.482912
2014-02-26,14113.0,1030.0,142.3846153846154,115.3076923076923,0.38248461538461537
2014-02-27,14124.0,1031.0,57.44444444444444,62.55555555555556,0.3924888888888889
2014-02-28,14132.0,1032.0,268.57142857142856,279.14285714285717,-0.004028571428571429
2014-03-01,14138.0,1033.0,65.2,138.8,0.42919999999999997
2014-03-02,14142.5,1034.0,63.25,102.0,0.472875
2014-03-03,14180.0,1035.0,752.5774647887324,1119.0140845070423,0.11472535211267607
2014-03-04,14223.0,1036.0,595.5333333333333,828.1333333333333,0.31401333333333337
2014-03-05,14234.5,1037.0,179.625,145.0,0.562825
2014-03-06,14241.0,1038.0,186.6,152.2,0.70672
2014-03-07,14250.5,1039.0,81.28571428571429,90.42857142857143,0.693292857142857
2014-03-08,14261.5,1040.0,21.125,36.125,0.693
2014-03-09,14266.5,1041.0,31.0,43.5,0.52305
2014-03-10,14271.0,1042.0,42.0,73.14285714285714,0.49778571428571433
2014-03-11,14282.5,1043.0,135.5625,124.5,0.5475
2014-03-12,14296.5,1044.0,131.5,136.25,0.2697583333333333
2014-03-13,14308.0,1045.0,107.54545454545455,143.27272727272728,-0.011727272727272727
2014-03-14,14320.0,1046.0,180.3846153846154,167.84615384615384,0.36515384615384605
2014-03-15,14328.0,1047.0,43.666666666666664,59.666666666666664,-0.09766666666666668
2014-03-16,14331.5,1048.0,129.25,238.75,0.7258
2014-03-17,14336.5,1049.0,239.33333333333334,235.16666666666666,0.25489999999999996
2014-03-18,14349.0,1050.0,284.89473684210526,348.4736842105263,0.38301578947368425
2014-03-19,14365.0,1051.0,104.6923076923077,112.07692307692308,0.6083692307692308
2014-03-20,14380.5,1052.0,5194.166666666667,4944.277777777777,0.15516666666666667
2014-03-21,14393.5,1053.0,1102.0,1424.5,-0.116075
2014-03-22,14400.0,1054.0,950.4,763.0,0.15855999999999998
2014-03-24,14407.0,1055.0,211.11111111111111,228.11111111111111,0.41103333333333336
2014-03-25,14414.0,1056.0,257.0,256.2,0.38083999999999996
2014-03-26,14422.0,1057.0,375.09090909090907,394.72727272727275,-0.017727272727272717
2014-03-27,14443.5,1058.0,43.8125,80.375,0.587946875
2014-03-28,14476.0,1059.0,683.6969696969697,800.7878787878788,0.423839393939394
2014-03-29,14497.5,1060.0,108.0,220.1,0.15184000000000003
2014-03-30,14509.5,1061.0,37.857142857142854,69.0,0.2778214285714286
2014-03-31,14526.0,1062.0,110.94736842105263,101.6842105263158,0.18326315789473682
2014-04-01,14546.5,1063.0,82.63636363636364,91.72727272727273,0.5055681818181817
2014-04-02,14561.0,1064.0,206.28571428571428,183.57142857142858,0.36188571428571426
2014-04-03,14570.0,1065.0,144.36363636363637,178.36363636363637,0.436809090909091
2014-04-04,14581.5,1066.0,106.5,98.33333333333333,0.5987333333333333
2014-04-05,14607.5,1067.0,111.25,152.325,0.31897000000000003
2014-04-06,14631.0,1068.0,87.28571428571429,122.42857142857143,-0.006657142857142869
2014-04-07,14642.0,1069.0,37.666666666666664,61.2,0.46059333333333335
2014-04-08,14655.0,1070.0,59.36363636363637,94.18181818181819,0.7439363636363635
2014-04-09,14671.0,1071.0,62.19047619047619,93.28571428571429,0.41714285714285715
2014-04-10,14696.0,1072.0,83.0,95.34482758620689,0.364648275862069
2014-04-11,14720.0,1073.0,94.6842105263158,89.15789473684211,0.4649263157894737
2014-04-12,14733.5,1074.0,29.0,55.5,0.23915
2014-04-14,14746.0,1075.0,131.1764705882353,169.41176470588235,0.4310588235294118
2014-04-15,14766.5,1076.0,130.04166666666666,128.29166666666666,0.2174666666666666
2014-04-16,14786.0,1077.0,153.0,152.6,0.5120933333333333
2014-04-17,14803.5,1078.0,74.45,81.7,0.376845
2014-04-18,14823.0,1079.0,123.21052631578948,122.78947368421052,0.3173368421052632
2014-04-19,14851.5,1080.0,85.6842105263158,100.10526315789474,0.5190473684210527
2014-04-20,14880.0,1081.0,40.473684210526315,61.421052631578945,0.3179157894736843
2014-04-21,14900.5,1082.0,228.36363636363637,251.27272727272728,0.4338454545454546
2014-04-22,14925.0,1083.0,96.96296296296296,99.11111111111111,0.4199555555555555
2014-04-23,14959.0,1084.0,144.0731707317073,158.9512195121951,0.539909756097561
2014-04-24,14992.0,1085.0,76.4,78.76,0.41504399999999997
2014-04-25,15011.5,1086.0,106.85714285714286,110.28571428571429,0.31179285714285715
2014-04-26,15020.0,1087.0,202.0,214.0,0.15523333333333333
2014-04-27,15023.0,1088.0,119.66666666666667,128.33333333333334,0.8216666666666668
2014-04-28,15030.5,1089.0,141.08333333333334,119.08333333333333,0.5428000000000001
2014-04-29,15044.5,1090.0,73.375,90.1875,0.23454375
2014-04-30,15057.5,1091.0,59.1,93.7,0.17655
2014-05-01,15066.0,1092.0,58.857142857142854,59.285714285714285,0.5076571428571429
2014-05-02,15091.5,1093.0,155.22727272727272,271.9318181818182,0.3735590909090909
2014-05-03,15124.0,1094.0,44.80952380952381,68.0952380952381,0.13476190476190475
2014-05-04,15141.5,1095.0,2436.4285714285716,2321.1428571428573,-0.18215
2014-05-05,15166.0,1096.0,61.05714285714286,63.285714285714285,0.41494571428571425
2014-05-06,15188.0,1097.0,143.55555555555554,132.66666666666666,0.2876888888888888
2014-05-07,15197.0,1098.0,257.22222222222223,278.55555555555554,0.22970000000000004
2014-05-08,15213.5,1099.0,1960.9166666666667,2092.8333333333335,0.304125
2014-05-09,15236.5,1100.0,955.3181818181819,835.8181818181819,0.4215954545454545
2014-05-10,15250.0,1101.0,97.8,128.8,-0.11976
2014-05-11,15254.0,1102.0,158.0,169.33333333333334,0.8908999999999999
2014-05-12,15259.5,1103.0,180.25,145.125,0.73825
2014-05-13,15269.5,1104.0,149.08333333333334,143.16666666666666,0.49655000000000005
2014-05-14,15278.0,1105.0,203.2,177.6,0.4869800000000001
2014-05-15,15284.0,1106.0,353.85714285714283,569.8571428571429,0.6968142857142857
2014-05-16,15290.0,1107.0,316.6,310.4,0.75152
2014-05-17,15299.5,1108.0,43.642857142857146,74.42857142857143,0.44735
2014-05-18,15312.0,1109.0,946.3636363636364,874.0,0.35895454545454547
2014-05-19,15326.0,1110.0,180.11764705882354,189.41176470588235,0.24102941176470588
2014-05-20,15341.0,1111.0,192.23076923076923,210.84615384615384,0.41990769230769237
2014-05-21,15350.5,1112.0,263.1666666666667,226.16666666666666,0.7888000000000001
2014-05-22,15358.5,1113.0,71.9,90.9,0.63109
2014-05-23,15372.5,1114.0,502.72222222222223,706.5555555555555,0.11905
2014-05-25,15382.5,1115.0,157.5,250.0,0.4408
2014-05-26,15387.5,1116.0,67.875,109.875,0.592725
2014-05-27,15401.5,1117.0,147.15,130.25,0.21138499999999993
2014-05-28,15418.0,1118.0,261.0,318.61538461538464,0.4261615384615384
2014-05-29,15426.5,1119.0,169.5,189.5,-0.220225
2014-05-30,15435.5,1120.0,111.5,121.92857142857143,0.2055428571428571
2014-05-31,15446.5,1121.0,33.0,52.875,0.594625
2014-06-01,15462.0,1122.0,63.95652173913044,85.30434782608695,0.1420521739130435
2014-06-02,15487.5,1123.0,63.357142857142854,77.0,0.3608321428571429
2014-06-03,15515.0,1124.0,183.62962962962962,201.40740740740742,0.17978888888888886
2014-06-04,15542.0,1125.0,9578.0,9392.592592592593,0.29950740740740744
2014-06-05,15560.5,1126.0,308.0,340.1,0.39594
2014-06-06,15567.5,1127.0,809.75,837.0,0.278525
2014-06-07,15571.0,1128.0,317.3333333333333,428.6666666666667,0.08639999999999998
2014-06-08,15587.0,1129.0,212.3793103448276,314.6896551724138,0.34832068965517243
2014-06-09,15607.5,1130.0,112.08333333333333,118.33333333333333,0.5065500000000001
2014-06-10,15624.5,1131.0,91.27272727272727,145.27272727272728,0.471840909090909
2014-06-11,15651.0,1132.0,92.7741935483871,108.29032258064517,0.16140000000000002
2014-06-12,15676.0,1133.0,161.78947368421052,137.94736842105263,0.2081052631578947
2014-06-13,15707.5,1134.0,47.31818181818182,57.11363636363637,0.392009090909091
2014-06-14,15733.0,1135.0,36.42857142857143,42.285714285714285,0.46642857142857147
2014-06-15,15762.5,1136.0,153.1346153846154,200.40384615384616,0.5091423076923078
2014-06-16,15822.0,1137.0,47.71641791044776,63.985074626865675,0.3071537313432836
2014-06-17,15902.0,1138.0,275.2043010752688,224.6021505376344,0.34814623655913973
2014-06-18,15955.5,1139.0,23.571428571428573,43.285714285714285,0.68725
2014-06-19,15983.5,1140.0,429.54761904761904,688.4285714285714,0.3102809523809523
2014-06-20,16012.0,1141.0,51.4,62.86666666666667,0.5271533333333334
2014-06-21,16031.0,1142.0,26.304347826086957,40.26086956521739,0.5119521739130434
2014-06-22,16057.5,1143.0,30.0,38.766666666666666,0.41083666666666663
2014-06-23,16086.5,1144.0,49.392857142857146,57.57142857142857,0.32246071428571427
2014-06-24,16111.0,1145.0,141.9047619047619,158.1904761904762,0.2383428571428571
2014-06-25,16124.5,1146.0,111.5,105.33333333333333,0.6833499999999999
2014-06-26,16146.5,1147.0,103.63157894736842,127.26315789473684,0.34576052631578946
2014-06-27,16172.0,1148.0,455.46153846153845,694.7692307692307,0.1637307692307692
2014-06-29,16187.5,1149.0,90.0,147.05555555555554,0.44362222222222214
2014-06-30,16204.5,1150.0,80.0625,83.4375,0.4852250000000001
2014-07-01,16221.0,1151.0,131.8235294117647,133.11764705882354,0.48397647058823534
2014-07-02,16237.5,1152.0,69.125,73.75,0.33528749999999996
2014-07-03,16251.0,1153.0,127.27272727272727,127.36363636363636,0.7152545454545455
2014-07-04,16259.0,1154.0,5164.0,8105.6,0.06488000000000002
2014-07-05,16265.5,1155.0,115.375,137.625,0.10178750000000003
2014-07-06,16270.5,1156.0,190.0,238.0,-0.2
2014-07-07,16280.5,1157.0,94.83333333333333,85.5,0.41369999999999996
2014-07-08,16298.5,1158.0,149.22222222222223,153.55555555555554,0.2426888888888889
2014-07-09,16321.0,1159.0,133.85185185185185,149.0,0.39213333333333333
2014-07-10,16356.5,1160.0,161.54545454545453,176.02272727272728,0.32940454545454556
2014-07-11,16391.0,1161.0,122.24,167.56,0.182268
2014-07-12,16404.5,1162.0,52.5,58.0,0.58945
2014-07-13,16410.0,1163.0,101.55555555555556,115.33333333333333,0.4297777777777778
2014-07-14,16421.5,1164.0,73.5,96.71428571428571,0.22656428571428572
2014-07-15,16442.0,1165.0,186.37037037037038,195.22222222222223,0.0806074074074074
2014-07-16,16460.5,1166.0,109.8,119.2,0.32643000000000005
2014-07-17,16477.5,1167.0,189.66666666666666,210.04166666666666,0.3385791666666667
2014-07-18,16498.5,1168.0,102.11111111111111,119.33333333333333,0.4844833333333334
2014-07-19,16509.5,1169.0,42.75,71.75,0.336975
2014-07-20,16512.0,1170.0,67.0,59.0,0.7901
2014-07-21,16522.0,1171.0,378.2105263157895,472.94736842105266,0.22651052631578952
2014-07-22,16539.0,1172.0,343.46666666666664,404.3333333333333,0.35168666666666665
2014-07-23,16554.5,1173.0,92.9375,106.125,0.37478124999999995
2014-07-24,16572.5,1174.0,131.55,133.05,0.39697000000000005
2014-07-25,16587.5,1175.0,1076.9,842.4,0.42971000000000004
2014-07-27,16594.5,1176.0,27.5,50.5,0.45044999999999996
2014-07-28,16604.5,1177.0,93.625,114.9375,0.019893750000000012
2014-07-29,16630.5,1178.0,70.13888888888889,83.55555555555556,0.34025000000000005
2014-07-30,16657.5,1179.0,119.77777777777777,120.94444444444444,0.40340555555555546
2014-07-31,16680.0,1180.0,70.03703703703704,89.92592592592592,0.3254814814814815
2014-08-01,16701.0,1181.0,207.06666666666666,182.13333333333333,0.26794
2014-08-02,16716.0,1182.0,1571.8,1318.4666666666667,-0.08091333333333334
2014-08-03,16726.5,1183.0,85.16666666666667,95.0,0.3344666666666667
2014-08-04,16736.5,1184.0,140.78571428571428,140.5,-0.15569285714285713
2014-08-05,16757.5,1185.0,206.71428571428572,239.10714285714286,0.17412142857142857
2014-08-06,16776.0,1186.0,222.33333333333334,227.33333333333334,0.2740888888888888
2014-08-07,16785.5,1187.0,50.4,71.2,0.14743
2014-08-08,16798.0,1188.0,359.46666666666664,490.0,0.045953333333333325
2014-08-09,16812.0,1189.0,2331.923076923077,2495.769230769231,0.24312307692307697
2014-08-11,16832.0,1190.0,87.0,103.66666666666667,0.23622962962962965
2014-08-12,16851.0,1191.0,229.0,305.3636363636364,0.17522727272727276
2014-08-13,16868.0,1192.0,141.2608695652174,156.6086956521739,0.4748173913043479
2014-08-15,16880.5,1193.0,43.0,57.0,0.0
2014-08-18,16884.5,1194.0,202.16666666666666,244.16666666666666,0.20804999999999998
2014-08-19,16890.0,1195.0,183.4,189.8,0.32736
2014-08-20,16900.5,1196.0,94.875,101.625,0.4926875
2014-08-21,16916.5,1197.0,64.6875,70.75,0.38092499999999996
2014-08-22,16928.0,1198.0,49.285714285714285,59.42857142857143,0.311
2014-08-23,16938.5,1199.0,58.57142857142857,78.0,0.03554285714285714
2014-08-24,16949.5,1200.0,6008.5,4586.375,0.1823125
2014-08-25,16961.5,1201.0,186.375,199.3125,0.08128125
2014-08-26,16979.0,1202.0,55.1578947368421,72.73684210526316,0.011184210526315824
2014-08-27,16992.5,1203.0,270.875,249.0,0.50305
2014-08-28,17007.0,1204.0,141.8095238095238,203.33333333333334,0.4947476190476191
2014-08-29,17022.0,1205.0,119.0,161.11111111111111,0.3684777777777778
2014-08-30,17027.5,1206.0,213.0,419.0,0.31025
2014-08-31,17031.5,1207.0,1215.3333333333333,1395.6666666666667,-0.11266666666666665
2014-09-01,17047.5,1208.0,29.0,52.0,0.38506923076923083
2014-09-02,17071.0,1209.0,87.04761904761905,127.80952380952381,0.6274857142857142
2014-09-03,17092.5,1210.0,273.8636363636364,321.3636363636364,0.3659454545454546
2014-09-04,17110.0,1211.0,338.0,442.84615384615387,0.2182538461538462
2014-09-05,17122.5,1212.0,191.0,213.83333333333334,0.41989999999999994
2014-09-06,17145.0,1213.0,362.42424242424244,383.6363636363636,0.332669696969697
2014-09-07,17163.5,1214.0,178.5,532.25,0.8733
2014-09-08,17176.5,1215.0,71.68181818181819,94.27272727272727,0.3890227272727273
2014-09-09,17196.0,1216.0,432.88235294117646,472.29411764705884,0.1720529411764706
2014-09-10,17211.0,1217.0,2315.230769230769,2731.846153846154,0.3866
2014-09-11,17230.0,1218.0,700.68,526.88,0.34138399999999997
2014-09-12,17247.5,1219.0,342.3,227.4,-0.17155
2014-09-13,17254.0,1220.0,93.0,156.0,0.41209999999999997
2014-09-14,17264.5,1221.0,91.16666666666667,138.44444444444446,0.43910555555555564
2014-09-15,17281.5,1222.0,261.5,299.375,0.36400625
2014-09-16,17297.5,1223.0,240.1875,254.8125,0.053918749999999994
2014-09-17,17332.5,1224.0,56.7962962962963,65.38888888888889,0.2614685185185185
2014-09-18,17368.0,1225.0,54.1764705882353,59.411764705882355,0.35524117647058817
2014-09-19,17382.5,1226.0,174.58333333333334,160.91666666666666,0.5571250000000001
2014-09-20,17392.5,1227.0,1055.625,1368.5,-0.2642375
2014-09-21,17397.5,1228.0,636.5,838.5,0.37535
2014-09-22,17408.5,1229.0,42.9,60.8,0.22500500000000004
2014-09-23,17427.5,1230.0,85.61111111111111,83.66666666666667,0.20638333333333336
2014-09-24,17447.5,1231.0,53.04545454545455,67.0,0.4367636363636363
2014-09-25,17465.5,1232.0,153.28571428571428,228.64285714285714,0.19510000000000002
2014-09-26,17478.5,1233.0,50.333333333333336,83.91666666666667,0.5550583333333334
2014-09-27,17486.5,1234.0,2355.75,2445.75,-0.20452499999999996
2014-09-28,17491.0,1235.0,21.2,59.2,0.4290999999999999
2014-09-29,17511.0,1236.0,1875.6,2175.1428571428573,0.3997142857142857
2014-09-30,17535.0,1237.0,413.0769230769231,334.7692307692308,0.23055384615384616
2014-10-01,17559.5,1238.0,458.80555555555554,502.3888888888889,0.15041944444444444
2014-10-02,17581.5,1239.0,126.875,142.375,0.5157875000000001
2014-10-03,17596.0,1240.0,175.38095238095238,187.04761904761904,0.18617142857142857
2014-10-04,17609.0,1241.0,672.6,750.8,-0.40128
2014-10-05,17615.0,1242.0,664.7142857142857,702.8571428571429,-0.08720000000000003
2014-10-06,17627.5,1243.0,329.27777777777777,391.6666666666667,0.1260055555555556
2014-10-07,17649.5,1244.0,77.6923076923077,97.6923076923077,0.26045769230769233
2014-10-08,17672.0,1245.0,175.73684210526315,221.68421052631578,0.013510526315789478
2014-10-09,17697.5,1246.0,225.71875,230.6875,0.25870312500000003
2014-10-10,17726.0,1247.0,342.08,378.68,-0.09366000000000003
2014-10-11,17757.5,1248.0,133.60526315789474,188.26315789473685,0.1488078947368421
2014-10-12,17779.0,1249.0,412.8,436.8,-0.0020999999999999908
2014-10-13,17796.0,1250.0,210.31034482758622,230.58620689655172,0.15115172413793104
2014-10-14,17819.5,1251.0,1240.2222222222222,1071.8333333333333,0.0874888888888889
2014-10-15,17837.5,1252.0,158.16666666666666,187.77777777777777,0.3056833333333333
2014-10-16,17858.0,1253.0,341.7826086956522,364.17391304347825,0.08255217391304347
2014-10-17,17885.5,1254.0,383.0,446.875,0.19748437500000002
2014-10-18,17904.5,1255.0,540.0,560.1666666666666,0.06680000000000001
2014-10-19,17916.5,1256.0,84.44444444444444,113.16666666666667,0.08681111111111113
2014-10-20,17935.0,1257.0,178.42105263157896,277.4736842105263,0.2179684210526316
2014-10-21,17956.5,1258.0,249.125,237.45833333333334,0.1007375
2014-10-22,17979.5,1259.0,2097.818181818182,2207.818181818182,0.23800000000000002
2014-10-23,17999.5,1260.0,46.72222222222222,88.33333333333333,0.3165944444444444
2014-10-24,18019.5,1261.0,646.0454545454545,752.5,-0.07525454545454545
2014-10-25,18031.5,1262.0,3449.0,5164.5,0.6241
2014-10-26,18036.5,1263.0,139.0,209.25,0.15195
2014-10-27,18056.0,1264.0,39.87096774193548,64.12903225806451,0.4031903225806453
2014-10-28,18078.5,1265.0,190.14285714285714,223.71428571428572,0.12297857142857141
2014-10-29,18106.0,1266.0,315.3658536585366,467.1707317073171,0.23938048780487803
2014-10-30,18137.0,1267.0,65.23809523809524,90.47619047619048,0.18744285714285716
2014-10-31,18154.0,1268.0,109.38461538461539,111.23076923076923,0.2962461538461538
2014-11-01,18178.5,1269.0,60.888888888888886,87.44444444444444,0.2867138888888889
2014-11-02,18207.5,1270.0,31.136363636363637,58.22727272727273,0.4372681818181817
2014-11-03,18233.5,1271.0,36.7,58.4,0.35606333333333334
2014-11-04,18257.0,1272.0,69.17647058823529,100.58823529411765,0.34334117647058826
2014-11-05,18288.0,1273.0,122.4888888888889,188.3111111111111,0.2291133333333333
2014-11-06,18324.0,1274.0,153.92592592592592,214.11111111111111,0.07732962962962962
2014-11-07,18361.0,1275.0,40.4468085106383,57.5531914893617,0.47684893617021273
2014-11-08,18387.0,1276.0,224.4,299.0,-0.14526
2014-11-09,18396.5,1277.0,35.642857142857146,49.0,0.43367142857142854
2014-11-10,18429.0,1278.0,51.05882352941177,88.2156862745098,0.3834098039215686
2014-11-11,18460.5,1279.0,98.33333333333333,139.83333333333334,0.3136083333333334
2014-11-12,18473.5,1280.0,473.42857142857144,636.7857142857143,0.5209142857142858
2014-11-13,18485.0,1281.0,75.11111111111111,103.88888888888889,0.5151333333333334
2014-11-14,18492.5,1282.0,233.5,198.66666666666666,0.3078833333333333
2014-11-16,18497.0,1283.0,71.66666666666667,118.0,0.2756666666666666
2014-11-17,18508.0,1284.0,92.21052631578948,115.26315789473684,0.18585263157894735
2014-11-18,18525.5,1285.0,116.375,150.625,0.24025624999999998
2014-11-19,18543.5,1286.0,103.8,133.7,0.331205
